"userid","version","sum_gamerounds","retention_1","retention_7","purch"
3700539,"gate_40",4,"FALSE",FALSE,21.99
3706747,"gate_40",28,"TRUE",FALSE,2.29
3711697,"gate_40",106,"FALSE",TRUE,17.86
3720018,"gate_30",20,"FALSE",FALSE,2.29
3724450,"gate_30",22,"FALSE",FALSE,2.29
3729361,"gate_30",31,"FALSE",FALSE,68.27
3731141,"gate_40",10,"FALSE",FALSE,10.99
3737719,"gate_40",61,"TRUE",FALSE,10.99
3747333,"gate_40",194,"TRUE",FALSE,66.42
3752157,"gate_40",62,"TRUE",FALSE,2.29
3771481,"gate_30",157,"TRUE",FALSE,134.68
3774555,"gate_40",59,"TRUE",FALSE,21.99
3781391,"gate_40",10,"FALSE",FALSE,2.29
3786416,"gate_30",18,"TRUE",FALSE,24.27
3837980,"gate_40",147,"TRUE",TRUE,68.71
3857388,"gate_30",69,"TRUE",FALSE,39.85
3872329,"gate_40",121,"TRUE",TRUE,22.44
3879648,"gate_30",243,"TRUE",TRUE,253.38
3891333,"gate_30",138,"FALSE",TRUE,169.54
3905139,"gate_30",65,"FALSE",FALSE,26.56
3919377,"gate_40",74,"TRUE",FALSE,98.95
3936020,"gate_30",5,"FALSE",FALSE,21.98
3956556,"gate_40",104,"TRUE",TRUE,79.25
3980920,"gate_40",21,"TRUE",FALSE,21.98
3996660,"gate_40",22,"FALSE",FALSE,4.58
3997030,"gate_30",476,"TRUE",TRUE,199.24
4007506,"gate_40",4,"FALSE",FALSE,2.29
4039844,"gate_30",15,"FALSE",FALSE,15.57
4055903,"gate_40",52,"FALSE",FALSE,125.56
4064925,"gate_30",41,"TRUE",FALSE,44.43
4070921,"gate_40",27,"FALSE",FALSE,26.57
4081823,"gate_30",28,"TRUE",FALSE,15.57
4086249,"gate_30",57,"FALSE",FALSE,112.24
4089079,"gate_40",87,"TRUE",TRUE,114.57
4102701,"gate_40",52,"TRUE",FALSE,54.99
4124082,"gate_30",160,"TRUE",FALSE,248.8
4154785,"gate_40",13,"FALSE",FALSE,2.29
4162683,"gate_30",27,"TRUE",FALSE,2.29
4163181,"gate_40",56,"FALSE",TRUE,32.98
4163950,"gate_40",8,"FALSE",FALSE,10.99
4170634,"gate_30",260,"TRUE",TRUE,191.97
4172111,"gate_30",22,"FALSE",FALSE,10.99
4194841,"gate_40",90,"TRUE",TRUE,37.56
4196315,"gate_30",71,"TRUE",FALSE,15.57
4200856,"gate_30",226,"TRUE",FALSE,119.09
4202758,"gate_30",76,"FALSE",FALSE,175.97
4210827,"gate_40",32,"TRUE",FALSE,46.26
4244100,"gate_30",381,"TRUE",TRUE,315.22
4251670,"gate_30",9,"FALSE",FALSE,10.99
4269984,"gate_30",149,"TRUE",TRUE,158.51
4271040,"gate_30",336,"TRUE",TRUE,191.94
4307485,"gate_40",15,"FALSE",FALSE,2.29
4307812,"gate_40",9,"FALSE",FALSE,10.99
4319476,"gate_30",311,"TRUE",TRUE,354.65
4334785,"gate_40",33,"TRUE",FALSE,57.28
4340288,"gate_40",23,"TRUE",FALSE,24.28
4344924,"gate_40",259,"TRUE",TRUE,88.41
4368721,"gate_30",166,"TRUE",TRUE,75.57
4376896,"gate_30",12,"FALSE",FALSE,2.29
4390164,"gate_40",50,"FALSE",FALSE,54.97
4410772,"gate_40",244,"FALSE",TRUE,92.53
4417520,"gate_40",80,"FALSE",FALSE,35.27
4419163,"gate_30",32,"TRUE",FALSE,10.99
4426887,"gate_30",96,"TRUE",FALSE,28.86
4430457,"gate_40",11,"FALSE",FALSE,32.98
4436950,"gate_30",71,"TRUE",FALSE,53.13
4438679,"gate_30",48,"TRUE",TRUE,6.87
4474571,"gate_30",32,"TRUE",FALSE,90.26
4478165,"gate_30",29,"FALSE",TRUE,10.99
4495065,"gate_30",228,"TRUE",TRUE,343.67
4520146,"gate_30",113,"TRUE",TRUE,116.81
4525505,"gate_40",23,"FALSE",FALSE,10.99
4557454,"gate_30",311,"TRUE",TRUE,374.35
4559854,"gate_40",85,"FALSE",TRUE,257.54
4561130,"gate_40",252,"TRUE",TRUE,147.97
4564778,"gate_30",24,"TRUE",FALSE,2.29
4568083,"gate_30",130,"TRUE",TRUE,48.55
4573108,"gate_40",104,"TRUE",TRUE,61.86
4598972,"gate_30",173,"TRUE",TRUE,53.12
4604331,"gate_40",125,"TRUE",TRUE,171.8
4614466,"gate_30",89,"FALSE",TRUE,57.26
4621402,"gate_40",72,"TRUE",TRUE,2.29
4625054,"gate_30",86,"TRUE",FALSE,90.26
4627186,"gate_40",13,"FALSE",FALSE,2.29
4639409,"gate_30",7,"TRUE",FALSE,2.29
4643567,"gate_40",4,"TRUE",FALSE,109.99
4650030,"gate_30",59,"TRUE",FALSE,59.57
4672779,"gate_30",29,"TRUE",FALSE,21.99
4673004,"gate_30",12,"FALSE",FALSE,2.29
4691712,"gate_40",52,"TRUE",FALSE,13.28
4691853,"gate_40",13,"TRUE",TRUE,2.29
4697130,"gate_40",56,"FALSE",FALSE,15.57
4707858,"gate_40",23,"TRUE",FALSE,2.29
4717824,"gate_30",53,"FALSE",TRUE,13.28
4719527,"gate_40",40,"TRUE",FALSE,10.99
4729530,"gate_40",118,"FALSE",TRUE,37.56
4741783,"gate_30",38,"TRUE",FALSE,109.99
4742196,"gate_40",6,"FALSE",FALSE,120.98
4747502,"gate_30",8,"FALSE",FALSE,2.29
4752522,"gate_30",23,"TRUE",FALSE,2.29
4763998,"gate_40",6,"FALSE",FALSE,13.28
4785405,"gate_40",52,"FALSE",TRUE,54.99
4806511,"gate_40",78,"TRUE",TRUE,48.56
4823710,"gate_30",34,"FALSE",FALSE,10.99
4846776,"gate_30",4,"FALSE",TRUE,43.97
4860875,"gate_30",36,"TRUE",FALSE,48.56
4869565,"gate_40",6,"FALSE",FALSE,10.99
4876550,"gate_30",109,"TRUE",TRUE,37.56
4883081,"gate_30",128,"TRUE",TRUE,171.83
4897111,"gate_40",618,"TRUE",TRUE,623.08
4902792,"gate_40",56,"FALSE",FALSE,24.28
4914115,"gate_30",110,"TRUE",FALSE,39.85
4914259,"gate_40",51,"FALSE",FALSE,46.27
4918795,"gate_30",54,"FALSE",FALSE,54.99
4927174,"gate_30",34,"TRUE",FALSE,2.29
4931648,"gate_40",29,"FALSE",FALSE,21.99
4993000,"gate_30",419,"TRUE",TRUE,288.62
5000143,"gate_40",67,"TRUE",FALSE,2.29
5012700,"gate_40",45,"TRUE",TRUE,24.28
5024440,"gate_40",28,"TRUE",FALSE,10.99
5031056,"gate_30",50,"TRUE",TRUE,4.58
5040182,"gate_40",4,"FALSE",FALSE,2.29
5044030,"gate_40",66,"TRUE",TRUE,54.99
5052529,"gate_30",23,"FALSE",FALSE,10.99
5075458,"gate_30",118,"TRUE",FALSE,57.26
5081239,"gate_40",15,"FALSE",FALSE,2.29
5085964,"gate_30",13,"TRUE",FALSE,4.58
5088496,"gate_40",25,"TRUE",FALSE,13.28
5094952,"gate_40",42,"TRUE",FALSE,24.27
5100944,"gate_40",167,"TRUE",TRUE,191.52
5103040,"gate_40",121,"TRUE",FALSE,24.27
5127646,"gate_40",7,"TRUE",FALSE,21.99
5132399,"gate_30",20,"TRUE",FALSE,2.29
5160426,"gate_30",19,"FALSE",TRUE,2.29
5168591,"gate_30",27,"TRUE",FALSE,2.29
5179892,"gate_30",6,"FALSE",FALSE,13.28
5189627,"gate_40",17,"TRUE",FALSE,4.58
5203851,"gate_40",13,"FALSE",FALSE,2.29
5210677,"gate_40",156,"TRUE",TRUE,279.52
5226626,"gate_40",131,"TRUE",TRUE,149.83
5228882,"gate_40",8,"FALSE",FALSE,2.29
5232212,"gate_40",43,"TRUE",FALSE,72.85
5241554,"gate_30",93,"TRUE",TRUE,57.26
5268963,"gate_40",78,"TRUE",TRUE,57.25
5272390,"gate_30",19,"FALSE",FALSE,10.99
5286275,"gate_40",90,"TRUE",FALSE,24.28
5289541,"gate_30",38,"TRUE",TRUE,24.28
5293143,"gate_40",60,"TRUE",TRUE,35.27
5300780,"gate_40",13,"TRUE",FALSE,4.58
5316594,"gate_30",326,"TRUE",TRUE,242.81
5317744,"gate_40",39,"TRUE",FALSE,54.99
5341287,"gate_30",44,"TRUE",FALSE,57.28
5367116,"gate_30",8,"TRUE",FALSE,21.99
5382976,"gate_40",53,"TRUE",FALSE,76.98
5387402,"gate_30",41,"FALSE",FALSE,20.15
5393303,"gate_40",40,"TRUE",FALSE,4.58
